Joseph M. LeBaron,1,construction coordinator,The Shootist
Ron Underwood,1,location manager (as Ronald B. Underwood),Capricorn One
Bob Ziegler,1,location manager (uncredited),Fat City
Douglas R. Field,1,second assistant camera (as Doug Field),Spacehunter: Adventures in the Forbidden Zone
Peter Heiser,1,assistant camera,Getting Straight
Bill Rivol,1,sound editor,St. Ives
Bob Wray,1,set designer (uncredited),40 Carats
Joe Torrenueva,1,hair designer: men (as 'Little Joe' Torrenueva),Hard Times
Robert Wightman,1,NULL,The Owl and the Pussycat
Larry Duran,1,stunts,Time After Time
Jud Nealon,1,assistant film editor,Up the Academy
Walter Nichols,1,best boy (uncredited),Altered States
Norman Maurer,1,producer,The Mad Room
Paul Sylbert,1,NULL,The Drowning Pool
Roger Dorney,1,supervisor: special optical effects,Firefox
Darrell Pritchett,1,special effects,Spacehunter: Adventures in the Forbidden Zone
Kevin Lee,1,assistant editor,Willie & Phil
Mark Rydell,1,NULL,Harry and Walter Go to New York
Anne Laune,1,wardrobe: women,St. Ives
Ollie Sigurdson,1,still photographer (uncredited),Bernardine
Jack Bear,1,NULL,Hard Times
Jim Porter,1,first aid (uncredited),The Electric Horseman
Daniel Vandraegen,1,speech consultant (uncredited),40 Carats
Peter Fabry,1,production staff,Hugo the Hippo
John Szajner,1,second camera assistant (uncredited),The China Syndrome
Billy Beaird,1,dolly grip (as Bill Beaird Jr.) / key grip (as Bill Beaird),The Frisco Kid
Peaches Jones,1,stunts (uncredited),Freebie and the Bean
John R. Harris,1,music editor,History of the World: Part I
Samuel A. Taylor,1,(screenplay) (as Samuel Taylor),The Love Machine
Kenneth McClennon,1,carpenter (uncredited),Spacehunter: Adventures in the Forbidden Zone
M.V. Gerhard,1,soundtrack producer (uncredited),Blazing Saddles
William Sands,1,NULL,Funny Girl
John Kazian,1,wing walker,The Stunt Man
Paul Wilson,1,director of photography: French Revolution sequence,History of the World: Part I
Forrest T. Butler,1,costumer: men (uncredited),Cisco Pike
Denny Kelly,1,"special effects editorial: Apogee, Inc.",Firefox
Douglas Smith,1,"first camera operator: Apogee, Inc. (as Doug Smith)",Firefox
Keith Stafford,1,sound editor,Tilt
Catherine Kelber,1,assistant editor: France,Bobby Deerfield
Pierre Henry,1,music excerpt: Voile d'Orphee,Altered States
Paula Cain,1,wardrobe: women,Thank God It's Friday
David Bernstein,1,colorist (digitally restored version),Funny Girl
Roland Meledandri,1,suits: Al Pacino (as Meladandri),Bobby Deerfield
Louise Hancock,1,production secretary,A Reflection of Fear
Jonathan Erland,1,"special technical development: Apogee, Inc. (as Jon Erland)",Firefox
Bob Chasin,1,business affairs (uncredited),40 Carats
Romaine Greene,1,hairdresser,All the President's Men
Vicki Hiatt,1,post-production assistant,The Stunt Man
Jacky Bouban,1,makeup artist (as Jacky Boubon),Bobby Deerfield
Carol Lotito,1,assistant: Mr. Stigwood,Sgt. Pepper's Lonely Hearts Club Band
Adrienne Luraschi,1,dialogue coach,Doctors' Wives
Bob Greenberg,1,"laser effects: ""Jews in Space"" sequence (uncredited)",History of the World: Part I
Joe Pronto,1,stunts (uncredited),Blazing Saddles
Virginia Lord,1,publicist (uncredited),Cabaret
Robert Weatherwax,1,dog trainer,Nickelodeon
Paul Smith,1,special effects,Spacehunter: Adventures in the Forbidden Zone
Buzz Barton,1,horse wrangler (uncredited),The Shootist
Bert Keyes,1,NULL,Hugo the Hippo
Cal Marks,1,boom operator,The Stunt Man
Jacques Mapes,1,associate producer (as Jacque Mapes),Lost Horizon
Michael Woulfe,1,NULL,"Happy Birthday, Wanda June"
John Morgan,1,camera operator: French Revolution sequence,History of the World: Part I
Jozsef Szaloky,1,(dialogue: Hungarian version),Hugo the Hippo
Mags Kavanaugh,1,utility stunts (uncredited),The Swarm
Billy Preston,1,NULL,Flash and the Firecat
Trevor Williams,1,NULL,Hard Times
Lawrence B. Marcus,1,(screenplay),The Stunt Man
Carol Meikle,1,hair stylist,Modern Romance
Glenn R. Wilder,1,stunt coordinator (as Glenn Wilder),Shamus
Greg Anderson,1,stunts (uncredited),The Swarm
Tom Lupo,1,stunts,Tilt
Gregory J. Barnett,1,stunts (as Greg Barnett),The Stunt Man
Vilis Lapenieks,1,director of photography,Cisco Pike
Aggie Guerard Rodgers,1,costumer: ladies (as Agnes Rodgers),The China Syndrome
Irving Allen,1,producer,The Wrecking Crew
Harold Prince,1,produced on the New York stage by,Cabaret
Ernie Wilkins,1,NULL,Stand Up and Be Counted
Ted Holt,1,gaffer,The Electric Horseman
Dewey Webber,1,"model maker: Apogee, Inc.",Firefox
Bob E. Krattiger,1,electrician (uncredited),The Thief Who Came to Dinner
Paul Seydor,1,associate film editor,The Best of Times
Liz Shea,1,production staff,All the President's Men
Kirk Borcherding,1,production accountant,Wrong Is Right
Frank Radcliffe,1,assistant: Mr. Pan (as Frank Radcliff),Lost Horizon
Eugene Mendez,1,second company grip,The Frisco Kid
Tom Clark,1,publicist (uncredited),The New Centurions
Istvan Fillenz,1,ink and paint artist,Hugo the Hippo
Bert Hearn,1,property master: French Revolution sequence,History of the World: Part I
Jane Ruhm,1,costumer: women,Americathon
Lloyd Lovendahl,1,stand-by painter (uncredited),A Reflection of Fear
William W. Gillohm,1,still photographer,Brother John
Agnes Remenyi,1,ink and paint artist,Hugo the Hippo
Jeanne Dodson,1,assistant: Mr. Anthony,Sgt. Pepper's Lonely Hearts Club Band
Richard La Motte,1,costumer: men (as Richard Lamotte),The Electric Horseman
Edit Szalay,1,animator,Hugo the Hippo
Bud Shank,1,alto sax/flute (uncredited),The Yakuza
Sorin Serene Pricopie,1,stunts (as Sorin Pricopie),Boulevard Nights
William Widmayer,1,photographic consultant,Marooned
John Dolan,1,projectionist (uncredited),Brother John
Wilbur Kinnett,1,gaffer,Hard Times
George Enete,1,pinball machine musical sounds,Tilt
Eddie Kafafian,1,unit publicist,The Gumball Rally
Betty A. Griffin,1,script supervisor,Scarecrow
Robert Hillman,1,director of photography: second unit,The Best of Times
Jenone Koltai,1,ink and paint artist,Hugo the Hippo
Douglas J. Schulman,1,cable man (as Douglas Schulman),Boulevard Nights
John Kiser,1,camera operator (as John F. Kiser),The Frisco Kid
Robert Norin,1,makeup artist,History of the World: Part I
G. Perez,1,assistant costumer,All the President's Men
Sandy Alexander,1,stunts,Wrong Is Right
Mat Beck,1,"camera operator: Apogee, Inc.",Firefox
Olaf Ivens,1,scenic designer,$
Robert Milicevic,1,stand-in (uncredited),Spacehunter: Adventures in the Forbidden Zone
Stanley Brossette,1,publicist (uncredited),Summertree
Henry Gellis,1,associate producer,The New Centurions
Joe Collins,1,key grip,Modern Romance
Harry V. Bring,1,second assistant director,The Best of Times
Howard Newman,1,unit publicist (uncredited),Shamus
Richard Barth,1,assistant camera (uncredited),The Swarm
James M. Anderson,1,camera operator,The Best of Times
Terry McNeely,1,assistant: Sidney Poitier (uncredited),Brother John
Stephen Katz,1,sound consultant,Altered States
Don Roth,1,assistant editor,Bite the Bullet
Rita Rapcsak,1,ink and paint artist,Hugo the Hippo
Tommy Bond,1,prop management,The Love Machine
Samuel G. Engel,1,producer,Bernardine
Harold Fuhrman,1,set designer,The Swarm
Marty Paich,1,conductor,Model Shop
Gene Glick,1,gaffer,Butterflies Are Free
Richard Lederer,1,producer,Exorcist II: The Heretic
John Anderson,1,lead man,Brother John
Bob Signorelli,1,(as Robert Signorelli),Bite the Bullet
Joseph Hernandez,1,camera assistant,From Noon Till Three
Phil Bodle,1,stereo sound consultant: Dolby,Sgt. Pepper's Lonely Hearts Club Band
David Sosalla,1,"model maker: Apogee, Inc.",Firefox
Buzz Kulik,1,NULL,Shamus
Koji Shundo,1,executive producer,The Yakuza
George Dye Jr.,1,second assistant camera (as George Dye Jr.),St. Ives
Philip Rose,1,stage presenter: New York,The Owl and the Pussycat
Kirk Francis,1,production sound,The Best of Times
Louis Goldman,1,stillman,All the President's Men
Tim Ryan,1,dolly grip (uncredited),Absence of Malice
Renee Bodner,1,script supervisor,Tootsie
Thomas Riccabona,1,assistant art director: Europe,Firefox
Eric Allwright,1,makeup artist: The French Revolution sequence,History of the World: Part I
Bill Seymour,1,construction foreman (uncredited),The Electric Horseman
Albert Sendrey,1,orchestrator (as Al Sendry),Hard Times
Karl F. Steinkamp,1,production assistant (as Karl Steinkamp),Tootsie
Robert Reed Altman,1,second assistant camera: second unit,Spacehunter: Adventures in the Forbidden Zone
Jack Lilley,1,stunts (uncredited),Blazing Saddles
Craig R. Baxley,1,stunt double (uncredited),Report to the Commissioner
Clayton Shair,1,property master,Butterflies Are Free
Frank Redmond,1,second assistant camera,Tilt
Ray Heindorf,1,music supervisor / musical director,1776
Duane Toler,1,script supervisor (as Duane Tober),The New Centurions
Jerry Young,1,wrangler,The Frisco Kid
Casey Grant,1,assistant production coordinator,Spacehunter: Adventures in the Forbidden Zone
James M. Tanenbaum,1,sound mixer (as Jim Tanenbaum),The Stunt Man
Bill Saito,1,stunts (uncredited),The Yakuza
Pat Grande,1,construction coordinator (uncredited),Freebie and the Bean
Sven Nykvist,1,NULL,Willie & Phil
John Foreman,1,executive producer,Bobby Deerfield
Fred Hesper,1,technical advisor: bee,The Swarm
David Scott,1,"model maker: Apogee, Inc.",Firefox
Gyozone Nemet,1,ink and paint artist,Hugo the Hippo
Curtis Jackson,1,stand-by painter (uncredited),40 Carats
Joan Bennett,1,secretary to director,The Frisco Kid
Sidney Marshall,1,production executive,The Swarm
Robert Weitman,1,producer (as Robert M. Weitman),Shamus
Billy Byers,1,additional orchestrator,Mame
Adrian Start,1,chargehand painter (uncredited),History of the World: Part I
Shirley Rich,1,NULL,Three Days of the Condor
Michele Ader,1,assistant director,Harry and Walter Go to New York
Guy Luongo,1,production manager: Italy,Bobby Deerfield
Terrence Lore Smith,1,(novel),The Thief Who Came to Dinner
Paul Schrader,1,(screenplay) and,The Yakuza
Monique Prudhomme,1,wardrobe assistant (uncredited),Spacehunter: Adventures in the Forbidden Zone
Devon Perksy-Bright,1,production services,Harry and Walter Go to New York
Colette,1,contributing painter and sculptor,An Unmarried Woman
Ron Kenyon,1,best boy,The In-Laws
Vivian McAteer,1,hair stylist,History of the World: Part I
Joan Rankin,1,nurse: Utah (uncredited),Spacehunter: Adventures in the Forbidden Zone
Meyer Heller,1,technical advisor (as Rabbi Meyer Heller),The Frisco Kid
Harold Nebenzal,1,associate producer,Cabaret
George Gaines,1,NULL,All the President's Men
Vivian Russell,1,assistant: Mr. Russell (as Vivian Jolly),Altered States
Ron Orieux,1,camera operator,Spacehunter: Adventures in the Forbidden Zone
Tibor Hernadi,1,animator,Hugo the Hippo
Nick McLean,1,camera operator,Exorcist II: The Heretic
Brian L. McCarty,1,music playback (uncredited),Altered States
Emma M. diVittorio,1,hair stylist (as Emma Di Vittorio),Capricorn One
Jill Gifford,1,production staff,All the President's Men
Mark Whitlock,1,matte camera loader (uncredited),History of the World: Part I
Ralph Grierson,1,musician: piano/keyboards (uncredited),The Yakuza
Erzsebet Szamos,1,ink and paint artist,Hugo the Hippo
Martin Fossum,1,cable person (uncredited),Spacehunter: Adventures in the Forbidden Zone
Gunnar Keel,1,second second assistant director,The Best of Times
Tommy Morgan,1,musician: harmonica (uncredited),Blazing Saddles
James Pike,1,craft service,Brother John
Marinela Velez,1,secretary to director,Boulevard Nights
Bill Knight,1,painter (uncredited),The Electric Horseman
Bernard Donnenfeld,1,producer (uncredited),"Happy Birthday, Wanda June"
John Michael Weaver,1,assistant recording engineer (uncredited),Sgt. Pepper's Lonely Hearts Club Band
Bill Manhoff,1,"(play ""The Owl and the Pussycat"")",The Owl and the Pussycat
Katalin Kulcsar,1,ink and paint artist,Hugo the Hippo
Janos Hangya,1,animator,Hugo the Hippo
David Blangsted,1,supervising editor,Americathon
Emmett Emerson,1,unit production manager,1776
John Chamberlain,1,contributing painter and sculptor,An Unmarried Woman
James M. George,1,costumer (uncredited),The Love Machine
Alex Lasker,1,(screenplay) &,Firefox
Everett Olson,1,construction supervisor: TBS (uncredited),Thank God It's Friday
Michael S. McLean,1,(as Michael McLean),Freebie and the Bean
Richard S. Brummer,1,sound cutter (as Dick Brummer),Flash and the Firecat
Glenn K. Shimada,1,first assistant cameraman (as Glenn Shimada),Time After Time
Shirley Ulmer,1,script supervisor,Model Shop
Gary F. Bentley,1,special effects (as Gary Bentley),Spacehunter: Adventures in the Forbidden Zone
Don Cahn,1,sound re-recordist,Report to the Commissioner
Dee Shafer,1,assistant: Mr. Oakes,Sgt. Pepper's Lonely Hearts Club Band
Ross Dollarhyde,1,stunts (uncredited),Blazing Saddles
Victor T. Salant,1,auditor (uncredited),The Electric Horseman
Jim Atkinson,1,sound effects editor,Exorcist II: The Heretic
Doe Mayer,1,video sequences designer,The China Syndrome
Victor E. Petrotta Sr.,1,property master (as Victor Petrotta),The Frisco Kid
Michel Levesque,1,assistant art director,The Stunt Man
Michael Connolly,1,driver (uncredited),The Electric Horseman
Dick Ziker,1,stunts,Thank God It's Friday
Henry Edwards,1,(writer),Sgt. Pepper's Lonely Hearts Club Band
Anthony Cecere,1,stunts,Spacehunter: Adventures in the Forbidden Zone
Bill Ferguson,1,stunts,Spacehunter: Adventures in the Forbidden Zone
Porfirio DiDonna,1,contributing painter and sculptor (as Porfirio Didonna),An Unmarried Woman
John R. Shourt,1,"illustrator: Apogee, Inc. (as John Shourt)",Firefox
George Tuers,1,lead man,Brother John
Jerome M. Siegel,1,assistant director (as Jerome Siegel),The Wrecking Crew
John Trehy,1,production auditor: The French Revolution sequence,History of the World: Part I
L. Andrew Stone,1,assistant director,Sgt. Pepper's Lonely Hearts Club Band
Rebecca Britton,1,production coordinator,All the President's Men
Robert B. Hauser,1,director of photography,The Frisco Kid
Ralph Faulkner,1,fight choreographer,The Love Machine
B.J. Bjorkman,1,script supervisor (uncredited),The Owl and the Pussycat
Hal David,1,lyricist,Lost Horizon
Borbala Remenyi,1,ink and paint artist,Hugo the Hippo
Ed Johnson,1,prop builder,Spacehunter: Adventures in the Forbidden Zone
Karolyne Bakai,1,animator,Hugo the Hippo
Kathryn Blondell,1,hair stylist (as Kathy Blondell),Sgt. Pepper's Lonely Hearts Club Band
William Gibson,1,driver: honeywagon (uncredited),Freebie and the Bean
James Howard Horn,1,voice (uncredited),Scarecrow
Steven R. Stevens,1,location casting (uncredited),The Frisco Kid
Ron Frantzvog,1,second assistant cameraman,Time After Time
Phil Rawlins,1,assistant director,Exorcist II: The Heretic
Sue Barton,1,publicity coordinator,Thank God It's Friday
John Davis,1,best boy (as John Davis),Firefox
Dan Goldwasser,1,soundtrack producer (uncredited),Blazing Saddles
Dick Hansen,1,band crew,Sgt. Pepper's Lonely Hearts Club Band
Ille Sievers,1,wardrobe,Cabaret
Georges Delerue,1,NULL,Willie & Phil
Stephen Lovejoy,1,assistant editor,History of the World: Part I
Rejane Boudreau,1,supervising production auditor (as Rejane Boudreau),Spacehunter: Adventures in the Forbidden Zone
Richard Fleischer,1,NULL,The New Centurions
Stephanie Swafford,1,technical advisor: W.T.N.,Wrong Is Right
George Tours,1,lead man,Nickelodeon
Neil Bogart,1,executive producer,Thank God It's Friday
Bill Thumm,1,assistant props,Spacehunter: Adventures in the Forbidden Zone
Ramiro Jaloma,1,assistant director,Boulevard Nights
Pia Arnold,1,production manager,Cabaret
Robert H. Lemer,1,location consultant,The Best of Times
Dennis O'Shea,1,voice (uncredited),Scarecrow
Joseph M. Ellis,1,second assistant director (uncredited),The Love Machine
Denny Shanahan,1,unit publicist,Fat City
Lori Scott,1,stunts,Spacehunter: Adventures in the Forbidden Zone
Ernest W. Southern,1,stand-by scenic: New York (as Ernie Southern),Wrong Is Right
Charles Saldana,1,key grip,Firefox
Deanna Dae Coleman,1,stunts,The Stunt Man
Harve Brosten,1,assistant to director / assistant to producer,Shamus
Jeffrey L. Sandler,1,sound editor,The Best of Times
Christina Kontos,1,production accountant: Vancouver (uncredited),Spacehunter: Adventures in the Forbidden Zone
Jane Hoyt Thompson,1,secretary to producer and director (uncredited),The Thief Who Came to Dinner
Caroline Biggerstaff,1,(as Caroline Ferriol),The Stunt Man
Douglas Axtell,1,boom operator (as Douglas Axtel),Mortuary
Dick Tyler Sr.,1,sound (as Dick Tyler),In Cold Blood
Scott Rathner,1,camera second assistant,Tootsie
Bruno George,1,"camera operator: Apogee, Inc.",Firefox
Mark Hurwitz,1,project assistant,Thank God It's Friday
Mike Villarino,1,propmaker (uncredited),Modern Romance
Linda Henrikson,1,costumer,Modern Romance
Betsy Cox,1,costume supervisor,Exorcist II: The Heretic
Chris McLaughlin,1,boom man,All the President's Men
Larry Dyer,1,second assistant camera: second unit,Spacehunter: Adventures in the Forbidden Zone
Olesley Cole,1,assistant prop man,Americathon
Tom Scott,1,NULL,Americathon
Hans Jurgen Kiebach,1,(as Jurgen Kiebach),Cabaret
Juanita Ruiz,1,extra talent secretary,Boulevard Nights
A.J. Thrasher,1,special effects (uncredited),The Electric Horseman
Chris Soldo,1,second assistant director,Sgt. Pepper's Lonely Hearts Club Band
Harry King,1,music editor,Mame
Lionel Lindon,1,NULL,Pendulum
Morris Feingold,1,boom operator,Nickelodeon
Marlene D. Williams,1,hair stylist (as Marlene Williams),Nickelodeon
John Marshall,1,subtitle script and timing (uncredited),Bite the Bullet
Gail Siemers,1,assistant: Mr. Brooks,Modern Romance
Carolyn Colwell,1,assistant effects editor,Boulevard Nights
Petrus R. Schlomp,1,(as Petrus Schloemp) (photography),$
Margaret Hanly,1,script supervisor (uncredited),Bob & Carol & Ted & Alice
Marge Rowland,1,production secretary,Nickelodeon
Lindsay Walker,1,additional casting: Vancouver,Spacehunter: Adventures in the Forbidden Zone
Angela Diamos,1,"animation camera: Apogee, Inc.",Firefox
Robert MacDonald,1,special effects,Report to the Commissioner
Garry Michael White,1,(written by),Scarecrow
Magdolna Jehoda,1,ink and paint artist,Hugo the Hippo
David Finfer,1,NULL,Modern Romance
Lawrence E. Peets,1,best boy electric (as Larry Peets),Wrong Is Right
Gerhard Rupp,1,transportation captain,Firefox
John James,1,location manager,Exorcist II: The Heretic
Chuck Olin,1,construction laborer (uncredited),The Electric Horseman
Marco Barla,1,unit publicist,Firefox
Peter H. Hunt,1,NULL,1776
Jackie Cooper,1,NULL,Stand Up and Be Counted
Raoul Walsh,1,special thanks,Nickelodeon
Terry Rittmiller,1,drapery (uncredited),The Electric Horseman
Jonathan West,1,camera operator: second unit (uncredited),Time After Time
Robert Van Dyke,1,propmaker gangboss (uncredited),History of the World: Part I
William Manooch,1,sound recordist (as Bill Manooch),Capricorn One
Joe Viskocil,1,special visual effects pyrotechnics: Fantasy II Film Effects (as Joseph Viskocil),Spacehunter: Adventures in the Forbidden Zone
Jeffrey Townsend,1,production assistant,Willie & Phil
Rick Avery,1,stunts,The Best of Times
Sandra Burman,1,special makeup effects artist,Spacehunter: Adventures in the Forbidden Zone
Ami Hadani,1,sound recordist,The Best of Times
Larry Ropa,1,driver: honeywagon (uncredited),Spacehunter: Adventures in the Forbidden Zone
Paul Kretchmer,1,sound recordist (uncredited),Doctors' Wives
Lyman Hallowell,1,dialogue editor (uncredited),The Owl and the Pussycat
Alan Jacques,1,projectionist (uncredited),Tootsie
Forrest L. Futrell,1,dga trainee (as Forrest Futrell),Up the Academy
Vilmos Zsigmond,1,director of photography,Scarecrow
Tissa Hans,1,production assistant,The Best of Times
Kalman Vizhanyo,1,ink and paint artist,Hugo the Hippo
Vern Poore,1,sound re-recording mixer,Tilt
William S. Beasley,1,dga trainee (uncredited),Exorcist II: The Heretic
Leonard Doss,1,color consultant,Bernardine
Max Manlove,1,production assistant,Modern Romance
Norman Harris,1,gaffer,The In-Laws
Robert Luthardt,1,(uncredited),Funny Girl
Walt Davis,1,stunt double (uncredited),The Comic
Bruce Zachary Herman,1,still photographer (as Bruce Herman),Tilt
Charles Randall,1,boom operator (uncredited),The Gumball Rally
Hugh Wheeler,1,research consultant,Cabaret
Linda Lee Langdon,1,wardrobe assistant (uncredited),Spacehunter: Adventures in the Forbidden Zone
Marilyn Tasso,1,assistant to auditor (uncredited),The Electric Horseman
Norman Kurland,1,associate producer (uncredited),Summertree
Izzy Berne,1,wardrobe (uncredited),The New Centurions
Ernest Tidyman,1,(screenplay),Report to the Commissioner
Francesca Rivieri,1,assistant to executive producer (uncredited),The China Syndrome
Yannis Petropoulakis,1,production manager: Greece (uncredited),40 Carats
Don Waller,1,technical advisor,Harry and Walter Go to New York
Robin Wagner,1,stage production conceived and adapted by,Sgt. Pepper's Lonely Hearts Club Band
Vince Melandri,1,sound editor,$
Edwin O'Donovan,1,(as Ed O'Donovan),The Drowning Pool
Carol Lavoie,1,chief set decorator,Spacehunter: Adventures in the Forbidden Zone
Sarah Grahame,1,script supervisor,Spacehunter: Adventures in the Forbidden Zone
Jeremy Ritzer,1,NULL,Altered States
Darcy Vebber,1,sound,Flash and the Firecat
Michael Clifford,1,special effects foreman,Spacehunter: Adventures in the Forbidden Zone
Daniel Joseph Giaghi,1,choreographer: tap dance routine,Exorcist II: The Heretic
Ernie Smith,1,special effects (uncredited),Freebie and the Bean
John R. Kittleson,1,second assistant director (uncredited),The Electric Horseman
David Campbell,1,driver (uncredited),Spacehunter: Adventures in the Forbidden Zone
Jack Hofstra,1,NULL,The Stunt Man
Patti Connor,1,assistant camera (uncredited),Thank God It's Friday
Bruce McBroom,1,still photographer,Capricorn One
Fred Throop,1,assistant property master,Up the Academy
Rafael Caro,1,art department staff,The China Syndrome
Michael Katz,1,gaffer,Modern Romance
William Hobbs,1,stunt coordinator: The French Revolution sequence (as Bill Hobbs),History of the World: Part I
Ed Ware,1,wardrobe man (uncredited),Doctors' Wives
William Ross,1,assistant production manager,The Yakuza
Peter Salim,1,second assistant camera,All the President's Men
Bill Dager,1,playback operator,Sgt. Pepper's Lonely Hearts Club Band
Murray Jordan,1,assistant editor,$
Gerald Perry Finnerman,1,NULL,Brother John
Dominique Fauquet-Lemaitre,1,driver (uncredited),Spacehunter: Adventures in the Forbidden Zone
Peter Lombardi,1,assistant auditor (as Pete Lombardi),Tootsie
May Routh,1,NULL,Sgt. Pepper's Lonely Hearts Club Band
Rudy Reachi,1,assistant prop man,The China Syndrome
Lawrence Gordon,1,producer,Hard Times
David Silvera,1,NULL,Nickelodeon
Bill Catching,1,stunts (uncredited),Blazing Saddles
L.A. Johnson,1,sound recordist,Renaldo and Clara
Scott Conrad,1,NULL,Spacehunter: Adventures in the Forbidden Zone
Jerram A. Swartz,1,second assistant director (as Jerram Swartz),Sgt. Pepper's Lonely Hearts Club Band
Robert Werden,1,unit publicist,Lost Horizon
Don French,1,assistant director: Europe,Firefox
David Lubin,1,production assistant,The Best of Times
Stuart Lippman,1,script supervisor,Americathon
George Sherman,1,(screenplay) (as George L. Sherman),The Pursuit of Happiness
Dudley Holmes,1,property (as R. Dudley Holmes),Fools' Parade
Jeff Howard,1,assistant art director,Altered States
Irving Mansfield,1,executive producer,The Love Machine
Michael B. Corbett,1,lighting technician (uncredited),Exorcist II: The Heretic
Alan Caso,1,camera operator,The Best of Times
Sheldon Allman,1,voice (uncredited),The Thief Who Came to Dinner
Richard Parker,1,special effects,The Yakuza
John A. Scott III,1,leadman,Absence of Malice
Henry Wills,1,stunts wrangler (uncredited),The Shootist
Stanford C. Allen,1,NULL,Mortuary
Frank Griffin,1,makeup artist,Scarecrow
Howard Gottfried,1,producer,Altered States
Rick Gilligan,1,"mechanical special effects: Apogee, Inc.",Firefox
Gordon Scott,1,NULL,The Gumball Rally
Barbara Hanania,1,additional assistant camera: Boston,Altered States
John Currin,1,apprentice editor,Modern Romance
Jimmy Day,1,labor foreman (uncredited),The China Syndrome
Karl Alexander,1,(story) &,Time After Time
Paul Gaer,1,(screen story) and,The Electric Horseman
Lee Rafner,1,second assistant director,The Drowning Pool
Paul Stufloten,1,first aid (uncredited),A Reflection of Fear
Curt Schulkey,1,sound editor (as Kurt Schulkey),The Electric Horseman
Bob Newlan,1,sound editor / sound effects editor,Spacehunter: Adventures in the Forbidden Zone
Joanne Ryan,1,craft service,Spacehunter: Adventures in the Forbidden Zone
Linda Henry,1,optical lineup,Spacehunter: Adventures in the Forbidden Zone
Enrico Cortese,1,makeup artist,Funny Girl
Lyman Winger,1,dolly grip (uncredited),The Thief Who Came to Dinner
Gerald Szillinsky,1,grip (as Gerald T. Szillinsky),Americathon
Don Siegel,1,NULL,The Shootist
Mike Gray,1,(written by) &,The China Syndrome
Armyan Bernstein,1,(written by) (as Barry Armyan Bernstein),Thank God It's Friday
Anna Orban,1,animator,Hugo the Hippo
Axel Hubert Sr.,1,associate editor (uncredited),Exorcist II: The Heretic
Agnes Voller,1,ink and paint artist,Hugo the Hippo
James LeBlanc,1,second assistant camera (as James Le Blanc),The Frisco Kid
Kay Larlham,1,production accountant: Moab,Spacehunter: Adventures in the Forbidden Zone
Gary Clark,1,head paint foreman,Altered States
Rose Tobias Shaw,1,casting supervisor,Lost Horizon
John Lennon,1,playback singer,Sgt. Pepper's Lonely Hearts Club Band
William Goldman,1,(screenplay),All the President's Men
Bill Wray,1,pinball machine musical sounds,Tilt
Mike Dilley,1,stunts (uncredited),Getting Straight
Carole Eastman,1,(english dialogue),Model Shop
Ross Hunter,1,producer,Lost Horizon
Vern Hendrickson,1,swing gang (uncredited),Capricorn One
Ernest Adler,1,hair designer,1776
Larry Lydia,1,company grip (uncredited),Altered States
Forest Williams,1,boom man (as Forrest R. Williams),Americathon
Susan Munao,1,publicist: Casablanca Record and FilmWorks (uncredited),Thank God It's Friday
John W. Scott,1,lighting technician,Spacehunter: Adventures in the Forbidden Zone
Katalin Fonyodi,1,animator,Hugo the Hippo
Roger M. Rothstein,1,executive in charge of production,Sgt. Pepper's Lonely Hearts Club Band
Ed Fisher,1,unit publicist (uncredited),The Love Machine
Thomas C. Tonery,1,(as Tom Tonery),Tootsie
W.D. Richter,1,NULL,Nickelodeon
Ted T. Sugura,1,assistant camera (as Ted Suguira),Nickelodeon
Karen G. Wilson,1,sound editor,The Best of Times
John Curtis,1,"model builder: ""Jews in Space"" sequence (uncredited)",History of the World: Part I
Frank Kilmartin,1,carpenter,The Best of Times
Kathy O'Rear,1,wardrobe: women,Thank God It's Friday
Stanley S. Canter,1,producer,St. Ives
Doug Ball,1,prop builder,Spacehunter: Adventures in the Forbidden Zone
Ken Chase,1,makeup designer,The Stunt Man
Martha Zec,1,apprentice editor,Tilt
J. Lee Thompson,1,NULL,St. Ives
Andor Laszlo,1,ink and paint artist,Hugo the Hippo
David Pomeranz,1,composer: theme,The Gumball Rally
Leonard A. Engel,1,music editor (uncredited),Capricorn One
Jon Boothe,1,(screenplay) and,The Pursuit of Happiness
Dick Kupper,1,dialogue editor,Americathon
Vic Ramos,1,extras casting,Shamus
Ted Nash,1,musician: woodwinds (uncredited),All the President's Men
Michael Cassidy,1,stunts,Up the Academy
Phillip Bennett,1,assistant art director (uncredited),"Happy Birthday, Wanda June"
Robert Wise,1,producer (uncredited),"Happy Birthday, Wanda June"
Eddie Willis,1,grip,Brother John
Ann Johnston,1,"unit secretary: Apogee, Inc.",Firefox
Dave Sutton,1,still photographer (uncredited),The Shootist
Bob Terhune,1,stunts,The Frisco Kid
James Lansbury,1,production assistant (as Jim Lansbury),Spacehunter: Adventures in the Forbidden Zone
Tom Patchett,1,NULL,Up the Academy
Jean LaFleur,1,(story),Spacehunter: Adventures in the Forbidden Zone
Hal Schaffel,1,production manager / production supervisor,The Pursuit of Happiness
Vittorio Nino Novarese,1,special costume designer (as Nino Novarese),Blazing Saddles
Nancy Sales,1,assistant film editor,Capricorn One
Andrew Davis,1,director of photography: special effects second unit,Up the Academy
Thomas H. Friedkin,1,special thanks (as Tom Friedkin),Firefox
Bill Ballmer,1,technical advisor,Report to the Commissioner
Ray Molyneaux,1,NULL,Cisco Pike
